100000 400000
1966 30878 70
1966 81422 73
1966 88260 1
1966 89413 71
1967 18376 63
1967 24898 37
1967 58607 97
1968 4136 33
1968 8315 21
1968 11903 27
1968 30893 83
1968 83642 100
1969 41376 34
1969 68986 62
1970 78375 55
1970 83622 96
1971 3887 87
1971 13064 88
1971 25190 83
1971 62168 26
1972 17024 64
1972 57592 1
1972 93916 44
1972 98729 54
1973 12630 61
1973 17165 29
1973 32062 17
1973 56097 1
1973 62801 72
1973 66012 6
1974 19141 52
1974 24082 41
1974 37075 79
1974 46708 53
1974 51616 11
1975 35040 41
1975 50641 89
1976 59470 7
1976 85634 74
1976 87400 10
1977 8593 34
1977 20577 56
1977 35084 9
1977 35319 68
1977 58889 18
1978 738 64
1978 40201 64
1978 76572 4
1978 98978 51
1979 32677 46
1979 75083 29
1979 88544 15
1980 10782 46
1980 43572 73
1980 71783 68
1980 84846 6
1981 33863 1
1981 45584 85
1981 75639 6
1981 82968 72
1982 35993 90
1982 38629 58
1982 55354 12
1983 43580 68
1983 48218 10
1983 55582 23
1983 82381 9
1984 78085 99
1985 51910 30
1985 67273 82
1985 67655 8
1985 69818 63
1985 90880 38
1986 11503 17
1986 15358 30
1986 24622 56
1986 40161 80
1986 62303 93
1986 70393 59
1987 14069 31
1987 22399 39
1987 31562 88
1988 32704 45
1988 45990 84
1988 51871 60
1988 61661 13
1988 74531 90
1989 515 61
1989 39955 97
1989 67510 96
1989 67830 33
1989 69350 87
1990 16758 53
1990 35740 44
1990 53814 55
1990 55376 63
1990 56828 66
1990 61338 63
1991 3932 61
1991 8025 96
1991 10172 45
1991 74559 68
1991 86202 58
1992 21043 82
1992 25049 84
1992 28825 88
1992 31906 37
1992 52509 64
1993 9582 81
1993 41318 96
1993 45725 94
1994 698 19
1994 52691 83
1994 69562 39
1994 99518 3
1995 34552 43
1995 53951 51
1995 87579 92
1996 13271 3
1996 25058 48
1996 82580 88
1996 99671 35
1997 17093 34
1997 65759 41
1997 93579 79
1998 8318 88
1998 52808 3
1998 83323 45
1998 88320 51
1999 55123 63
2000 37142 40
2000 53025 95
2000 75624 31
2000 93932 98
2000 96578 76
2001 26201 14
2001 39034 85
2001 57071 13
2001 71182 77
2001 98377 66
2002 16044 8
2002 22627 71
2002 59902 84
2002 60082 91
2002 86298 9
2002 89848 87
2003 1434 33
2004 70665 60
2004 73022 79
2004 97798 36
2005 1655 7
2005 4377 66
2005 13204 71
2005 83225 41
2005 97702 6
2006 4052 50
2006 14954 29
2006 16407 9
2006 29002 95
2006 59755 79
2006 65147 71
2006 68092 34
2006 85326 73
2006 88682 1
2007 27325 32
2007 40344 49
2007 80550 15
2007 86132 17
2008 60318 61
2009 3640 92
2010 17740 82
2010 83242 68
2011 23114 62
2011 23501 66
2011 36097 59
2011 51889 70
2011 63285 52
2011 81559 92
2012 12500 29
2012 36009 30
2012 46317 28
2012 52215 36
2012 58787 96
2012 92944 99
2013 35686 76
2013 39166 2
2013 48021 48
2013 54156 4
2013 64079 10
2013 83362 42
2013 88078 82
2014 45604 81
2014 58218 76
2014 83516 55
2015 14035 82
2015 36079 7
2015 55268 3
2015 59564 96
2015 72338 23
2015 80399 63
2016 60635 87
2016 71633 5
2017 17026 31
2017 21356 48
2017 59364 70
2017 63201 89
2017 79556 18
2018 25892 21
2018 32628 81
2019 85771 47
2019 94625 51
2020 7627 8
2020 29887 82
2020 45528 47
2020 50197 6
2020 73857 57
2021 23825 48
2021 69859 54
2021 98466 61
2022 29118 58
2022 46612 96
2022 48047 43
2022 62329 38
2022 94880 72
2023 24816 97
2023 68695 19
2023 98851 79
2024 78428 99
2024 86977 15
2024 88219 2
2025 10319 62
2025 23876 1
2025 69596 6
2025 73859 92
2026 22195 49
2026 68892 75
2026 72698 81
2026 88184 66
2026 95210 96
2027 41834 62
2027 74306 12
2027 80732 47
2027 99438 69
2028 1657 93
2028 9291 93
2028 88824 75
2029 11114 50
2029 43183 41
2029 53360 29
2029 82604 10
2029 98632 99
2030 30768 25
2030 33227 52
2031 18706 37
2031 69847 96
2032 23684 49
2032 50917 56
2032 57540 74
2033 4811 47
2033 7975 70
2033 12997 75
2033 13422 9
2033 24294 71
2033 38599 81
2033 41613 1
2034 26856 19
2034 43823 56
2035 44028 82
2035 66840 84
2035 90241 51
2036 27458 43
2036 36967 95
2036 66305 98
2036 83407 12
2036 97032 88
2037 28333 90
2037 30541 87
2037 97210 37
2038 55606 31
2038 86104 15
2039 749 47
2039 20280 29
2039 25114 39
2039 32974 99
2039 41062 65
2039 79805 35
2040 27362 47
2040 80488 20
2040 84435 8
2041 34931 94
2042 2387 90
2042 16453 83
2042 33002 3
2042 56439 60
2042 70463 64
2042 76875 3
2042 81126 78
2042 88741 19
2043 95391 84
2043 99032 62
2044 43733 70
2044 68439 26
2044 69839 56
2045 11715 67
2045 14387 38
2045 29168 44
2045 38710 57
2045 58171 24
2045 89041 81
2046 10149 87
2046 21571 38
2046 22439 27
2046 39265 16
2046 62695 77
2046 82600 26
2047 29496 81
2047 56426 11
2047 64244 73
2048 25499 1
2048 44356 19
2048 99352 66
2049 19393 90
2049 36037 2
2049 46152 68
2049 79357 50
2049 82316 66
2049 91451 71
2050 3484 27
2050 5307 84
2050 19451 54
2050 33664 88
2050 37001 53
2050 43517 80
2050 77075 44
2051 256 20
2051 19413 17
2051 60862 88
2051 88942 76
2052 6514 41
2052 14192 68
2052 74851 63
2053 6827 79
2053 15858 95
2053 22068 79
2053 24973 55
2053 34031 21
2054 44526 59
2054 63860 66
2055 30895 93
2055 64261 60
2055 90634 85
2055 94681 58
2056 35841 50
2056 36429 87
2056 54874 26
2056 55732 99
2056 56726 52
2056 59280 96
2056 91410 26
2057 5334 35
2057 64189 50
2057 81193 14
2058 59428 88
2058 95626 29
2059 44961 58
2059 99165 7
2060 45261 46
2060 47070 45
2060 66756 83
2061 91309 87
2062 49091 13
2062 50571 45
2062 79352 65
2063 31131 8
2063 37445 23
2063 76853 20
2063 87354 28
2064 22353 82
2064 25822 85
2064 52770 20
2064 77819 41
2064 89312 70
2065 25073 78
2065 86865 90
2066 8470 56
2066 40991 4
2066 49024 89
2066 57365 8
2066 89930 99
2067 28159 14
2067 95288 42
2068 9052 49
2068 15545 28
2068 22192 30
2068 94465 77
2069 37215 85
2069 42430 36
2069 79262 23
2070 7298 30
2070 21414 19
2070 38665 9
2070 41374 43
2070 91342 63
2070 95400 73
2070 97954 50
2071 14476 86
2071 17010 93
2071 49784 78
2071 74022 68
2071 99469 78
2071 99800 98
2072 5402 8
2072 15652 47
2072 50479 75
2072 55202 98
2072 74802 3
2073 9087 79
2073 25275 86
2073 32412 10
2073 33151 78
2073 34550 100
2073 60208 52
2073 64248 26
2073 73663 27
2074 1793 81
2074 13813 3
2074 18586 12
2074 55387 17
2074 68216 26
2075 62442 41
2075 71041 35
2075 72400 34
2076 5953 83
2076 44703 98
2076 66185 7
2076 75564 33
2077 16270 83
2077 20165 99
2077 20608 11
2077 42711 50
2077 63619 76
2077 68809 8
2078 15185 58
2078 70487 23
2078 71137 83
2078 81239 55
2079 2613 25
2079 4894 61
2079 42624 41
2079 51486 35
2079 74308 38
2079 79574 41
2080 52914 86
2080 60528 64
2081 13557 68
2081 31811 66
2081 73042 66
2081 78190 80
2081 88252 83
2082 19802 91
2082 30217 20
2082 33358 17
2082 41436 25
2082 62375 3
2083 21999 14
2085 4113 31
2085 23259 36
2085 31265 97
2085 67119 30
2085 71470 46
2086 4557 46
2086 28456 6
2086 74038 53
2087 1520 4
2087 26623 29
2087 43452 35
2087 57683 59
2087 75704 54
2087 85034 96
2087 91760 100
2088 1478 88
2088 12718 34
2088 29769 40
2088 39431 74
2089 62539 97
2089 63567 8
2089 64441 39
2089 88145 62
2089 88804 87
2090 10537 22
2090 18736 53
2090 27023 7
2090 34780 38
2090 48221 77
2090 50826 9
2090 70586 52
2090 85275 8
2090 95560 45
2091 21322 48
2091 36180 38
2091 65750 90
2091 65894 94
2092 80216 43
2093 54456 43
2093 82242 97
2094 1141 71
2094 25806 78
2094 36696 55
2094 58102 24
2094 98487 73
2095 18474 54
2095 19188 12
2095 40918 7
2096 26685 94
2096 95973 85
2097 30571 3
2097 40316 1
2097 46199 24
2097 47676 65
2097 61702 87
2097 66151 45
2097 98435 17
2098 6339 93
2098 15709 83
2098 32159 94
2098 72385 2
2098 83859 34
2098 89272 1
2099 12318 47
2099 37742 82
2099 58219 38
2099 63598 37
2099 84712 75
2099 97620 81
2100 53795 79
2100 68013 71
2101 5366 52
2101 7448 57
2101 9508 26
2101 66157 76
2101 74156 30
2101 92940 80
2101 99737 87
2102 16463 36
2102 27599 73
2102 46265 71
2102 62743 38
2102 72603 74
2102 78110 95
2103 40493 2
2103 86724 60
2104 58475 39
2105 4471 19
2105 62929 53
2105 75462 22
2105 77182 12
2105 81659 55
2105 91317 55
2105 97890 13
2105 98049 2
2105 99224 37
2106 2279 51
2106 44889 38
2106 72770 11
2106 81077 32
2107 39366 17
2107 39603 82
2107 55493 83
2107 75675 73
2107 81313 8
2108 4446 58
2108 10626 3
2109 12923 87
2109 22960 45
2109 72652 38
2110 14417 59
2110 15653 16
2110 73156 76
2110 74007 33
2110 98734 10
2111 25830 78
2111 56201 92
2111 87994 49
2112 28674 96
2112 31608 45
2112 54731 70
2112 71542 8
2112 75147 100
2113 38152 25
2113 57078 21
2113 77234 2
2114 2449 62
2114 9387 72
2114 39170 39
2114 75048 72
2115 15000 3
2115 25186 55
2115 81304 54
2116 20042 86
2116 37468 28
2116 61515 61
2116 73293 44
2116 99157 30
2117 10521 48
2117 44927 88
2117 71139 68
2118 506 7
2118 40938 3
2118 57134 43
2118 59885 39
2118 77047 13
2118 87821 20
2118 96906 31
2119 2085 62
2119 17149 16
2119 20354 76
2119 43284 32
2119 66010 24
2119 86559 75
2120 6252 56
2120 8514 44
2120 41401 76
2120 66649 18
2120 78892 16
2120 83733 15
2121 3097 89
2121 9425 18
2121 20213 70
2121 44706 43
2121 56244 3
2121 76834 97
2121 80077 4
2121 83770 47
2121 96167 27
2122 41820 51
2122 71687 34
2122 72164 94
2122 83973 57
2123 960 37
2123 28615 37
2123 51385 95
2123 52392 49
2123 56231 56
2123 72497 26
2123 97852 10
2124 3775 71
2124 67005 1
2124 69307 41
2124 75295 94
2125 37075 76
2125 60657 97
2125 92035 38
2125 94092 51
2125 98467 14
2126 9407 53
2126 17438 66
2126 18730 3
2127 26422 71
2127 62335 35
2127 74661 46
2128 26792 74
2128 28643 32
2128 63429 49
2128 95425 20
2129 18302 59
2129 59786 99
2129 74195 53
2129 92567 52
2130 3966 56
2130 11876 89
2130 29340 88
2130 32639 51
2130 34823 38
2130 56344 44
2130 69564 76
2131 18608 48
2131 56262 15
2131 69108 76
2131 76512 88
2132 16160 8
2132 64591 51
2133 22273 85
2133 26944 46
2133 33961 2
2133 40968 99
2133 53464 98
2133 66182 68
2133 74448 2
2133 84712 68
2134 36924 2
2134 41231 47
2134 97287 41
2135 15164 34
2135 39663 95
2135 50650 60
2135 55185 92
2135 77660 94
2135 83026 13
2136 20357 44
2136 70764 50
2136 93765 1
2137 15444 32
2137 65220 100
2137 75944 39
2137 83726 75
2137 93770 76
2138 8335 86
2138 41969 89
2138 51203 52
2138 62622 74
2138 69422 97
2138 85045 3
2138 91728 58
2138 92849 42
2139 65400 5
2140 9643 57
2140 42391 39
2140 42484 72
2140 53603 58
2140 73617 7
2141 11611 73
2141 22387 4
2141 99580 47
2142 48425 7
2142 88221 99
2143 18976 7
2143 36182 98
2143 37495 93
2143 68036 19
2143 77147 41
2143 83679 42
2143 95669 20
2144 5553 73
2144 55583 42
2144 91766 58
2144 95563 47
2145 7868 17
2145 32711 43
2145 48190 36
2145 51806 69
2145 53376 16
2145 61298 32
2145 63474 71
2146 56504 74
2146 60820 73
2146 64451 75
2146 74667 31
2147 1503 12
2147 17275 46
2147 38072 88
2147 72835 18
2147 76259 19
2147 80037 92
2147 86048 65
2148 9167 25
2148 32957 91
2148 59260 71
2148 68098 23
2148 69424 83
2148 84429 89
2149 19155 64
2149 22135 25
2149 28167 9
2149 81006 36
2149 81972 67
2149 85208 66
2150 37530 83
2151 34418 84
2151 44845 8
2151 90526 18
2152 21206 52
2152 43144 24
2152 51140 49
2152 75387 22
2152 76030 98
2153 17978 22
2153 36963 97
2154 6694 28
2155 56483 34
2156 15805 42
2156 30174 16
2156 74692 52
2156 81336 61
2156 93211 8
2157 60809 17
2157 62262 85
2157 72741 98
2157 81342 87
2157 83452 8
2158 61552 81
2158 62480 76
2158 73905 71
2159 10160 5
2159 11849 84
2159 50291 6
2159 63337 72
2159 99869 50
2160 33802 88
2160 92289 55
2161 18933 58
2161 25811 6
2161 88936 6
2161 89597 81
2162 68217 55
2163 12939 28
2163 20679 79
2163 70097 76
2163 76383 24
2163 79047 7
2165 47786 10
2165 58580 65
2165 61015 22
2166 60354 61
2166 90682 26
2166 93749 29
2167 2015 78
2167 47614 11
2167 73080 27
2168 5443 64
2168 11705 18
2168 14424 7
2168 37700 40
2168 66236 88
2168 90894 12
2169 15829 24
2169 24879 94
2169 26280 83
2169 28853 73
2169 65413 82
2170 4172 38
2170 9455 30
2170 21811 87
2170 32044 43
2170 41502 11
2170 79984 41
2171 44695 70
2171 92839 90
2172 26357 17
2172 43937 93
2172 82691 96
2173 49130 27
2173 71233 58
2173 83711 18
2174 14674 88
2174 22756 83
2174 27246 47
2174 89232 65
2174 95433 94
2175 21118 73
2175 33788 29
2175 58809 11
2175 67639 80
2175 68593 68
2175 87743 99
2175 91971 92
2176 33266 92
2176 82272 93
2177 4325 75
2177 48842 64
2177 50521 74
2177 60934 12
2178 942 94
2178 91541 61
2178 95906 55
2179 27202 4
2179 38601 2
2179 42185 24
2179 47645 94
2179 65256 19
2179 74578 17
2181 60659 89
2182 4396 45
2182 6228 75
2182 48797 6
2182 70184 32
2182 87218 58
2182 93459 53
2183 50933 97
2183 86065 51
2183 97423 26
2184 1428 25
2184 9101 61
2184 21449 5
2184 22195 92
2184 26568 60
2184 61254 97
2184 61810 84
2184 89848 52
2185 33751 72
2185 42201 47
2185 75407 25
2185 86932 84
2186 25852 41
2186 38720 86
2186 39656 38
2186 45146 45
2186 90506 87
2187 28948 62
2187 55264 38
2187 65747 5
2188 16681 79
2188 32669 26
2188 46835 50
2188 47103 53
2188 58790 32
2188 60780 81
2189 48396 10
2189 51372 84
2189 59432 77
2189 59791 61
2189 62707 9
2190 917 2
2190 40858 22
2190 42567 14
2191 2134 94
2191 28988 81
2191 64954 11
2191 76286 77
2191 82609 32
2192 5590 83
2192 56452 24
2193 81708 57
2193 99606 66
2194 31997 64
2194 42892 42
2194 56265 3
2194 78608 8
2195 23841 29
2195 38314 65
2195 43587 45
2195 70139 34
2195 75216 43
2195 94626 71
2196 17600 83
2196 24073 95
2196 64973 2
2196 89547 64
2197 28861 5
2197 71902 86
2198 42441 41
2198 75107 66
2198 88729 95
2198 93861 42
2199 3385 87
2199 53596 9
2199 65914 36
2199 83025 67
2199 86194 19
2199 90390 12
2200 57789 99
2200 71710 2
2200 76746 35
2200 76932 55
2201 15643 67
2201 26360 99
2201 27808 97
2201 33260 70
2201 35283 6
2201 49951 26
2201 61978 34
2201 79649 51
2201 95803 59
2202 45342 77
2202 47329 21
2202 71827 42
2202 74743 72
2202 99313 23
2203 44911 5
2203 66935 76
2203 90803 8
2204 2710 46
2204 12666 41
2204 35594 3
2204 64528 88
2204 65960 28
2204 80686 11
2205 12162 23
2205 13287 94
2205 14226 30
2205 14762 35
2205 15487 92
2205 44151 31
2205 60217 69
2206 60140 47
2206 65979 97
2206 83369 67
2206 86609 43
2207 89308 67
2208 37503 73
2208 65440 68
2208 67607 100
2208 92410 23
2208 95868 27
2209 48474 77
2209 74987 44
2210 53264 68
2210 55930 48
2210 60106 66
2210 60656 73
2210 60706 23
2211 2776 74
2211 53187 19
2211 55603 64
2212 686 76
2212 19754 6
2212 37934 92
2212 44893 86
2212 55617 29
2212 71603 85
2212 90540 16
2212 96794 63
2212 99991 77
2213 3542 46
2213 41250 32
2213 60307 23
2213 61071 43
2213 73318 99
2213 74413 66
2213 74846 9
2213 79736 72
2214 11679 33
2215 4635 9
2215 13849 95
2215 19085 60
2215 28907 85
2215 47068 38
2215 47712 27
2215 66020 33
2215 99403 3
2216 18424 100
2216 36102 56
2216 50493 77
2216 53194 18
2216 95905 19
2217 3240 52
2217 13098 24
2217 50834 10
2217 62057 38
2217 85463 53
2218 1514 95
2218 9259 53
2218 11263 16
2218 58075 71
2218 67614 99
2218 68446 47
2219 14907 94
2219 62618 42
2219 68399 46
2219 83284 59
2220 10902 51
2220 28689 17
2220 63108 92
2220 67479 60
2221 69909 11
2221 93103 51
2221 95187 44
2221 98541 48
2222 33564 78
2223 10773 77
2223 18334 51
2223 34891 77
2223 81021 32
2224 61346 27
2225 24084 95
2225 89303 51
2226 6005 79
2226 15813 19
2226 83595 61
2226 93275 16
2227 544 71
2227 7382 55
2227 53780 69
2227 86378 86
2228 26139 26
2228 48530 67
2228 49802 33
2228 73342 19
2229 8737 8
2229 27945 78
2229 38054 77
2229 92332 58
2229 98764 95
2230 5586 68
2230 33154 18
2230 62845 5
2230 88771 18
2231 31103 62
2231 61580 53
2231 81515 95
2232 8617 38
2232 32754 4
2232 58720 72
2232 77517 69
2233 5345 31
2233 5374 66
2233 16671 19
2233 43759 9
2233 45476 85
2233 50170 79
2233 57475 25
2233 90349 55
2234 358 33
2234 4762 93
2235 41206 41
2235 43439 59
2235 61044 60
2235 72324 74
2236 33511 77
2237 8786 68
2237 42927 51
2237 67133 54
2237 75757 26
2238 3857 46
2238 20419 21
2239 39714 43
2239 66642 50
2239 88366 39
2239 98745 4
2240 20012 3
2240 27998 34
2240 36857 41
2240 48111 7
2240 59063 5
2240 97671 9
2241 18456 37
2241 76629 71
2242 15699 27
2242 32951 46
2242 56346 56
2242 78928 5
2242 83991 71
2243 18588 10
2243 28012 38
2243 41691 64
2243 58693 51
2243 75741 96
2243 83655 23
2243 92345 24
2244 1239 73
2244 72586 91
2244 72623 75
2244 92601 26
2245 2984 16
2245 4386 20
2245 26734 47
2245 66903 58
2245 79563 70
2246 66971 85
2246 73618 62
2246 82575 73
2247 49613 19
2248 1847 2
2248 28432 79
2248 93580 24
2249 18452 11
2249 24344 16
2249 39632 95
2249 46685 37
2249 52240 62
2249 62434 50
2250 93 42
2250 9480 32
2250 18034 60
2250 72109 80
2251 59082 96
2251 59702 10
2252 430 76
2252 3096 19
2252 13403 34
2252 33767 49
2252 92779 9
2252 96644 8
2253 5473 74
2253 40942 24
2253 75194 28
2253 88119 21
2254 6852 82
2254 14400 97
2254 15533 6
2254 39311 44
2254 74610 69
2254 76529 24
2254 79360 45
2254 85777 48
2254 90591 47
2255 53058 55
2255 93730 63
2255 94606 41
2256 18772 92
2256 40864 24
2256 83146 91
2256 87020 34
2257 94748 56
2258 22235 50
2258 23155 14
2258 66557 51
2258 94218 59
2259 16477 90
2259 45670 69
2260 57526 93
2260 63366 38
2260 85548 78
2261 14974 100
2261 16998 12
2261 43399 1
2261 72993 27
2262 9176 32
2262 41139 83
2262 48600 24
2262 61538 37
2262 69119 26
2262 86298 93
2262 92584 61
2262 92656 71
2262 95772 40
2263 15074 8
2263 34010 26
2264 19643 3
2264 57240 49
2264 94771 18
2265 42649 27
2265 49252 39
2265 53083 51
2265 62247 82
2265 95109 88
2265 98807 65
2266 21425 33
2266 76420 47
2266 89309 54
2267 1407 2
2267 38426 39
2267 51275 91
2267 54541 79
2267 55856 39
2267 64656 3
2267 76341 80
2268 29267 66
2268 40304 34
2268 47033 63
2268 57562 90
2269 53931 71
2269 74137 89
2269 84001 82
2269 87163 31
2270 62849 59
2270 72725 21
2270 76057 39
2271 29977 84
2271 56418 23
2271 96483 87
2272 25396 1
2272 46633 49
2272 51327 25
2272 63541 52
2273 70662 31
2274 34951 13
2274 60515 16
2274 65178 64
2274 72804 60
2274 93319 70
2274 96426 65
2275 65270 98
2275 90252 61
2275 97600 44
2276 17887 37
2276 28674 63
2276 40488 23
2277 16291 3
2277 44471 97
2277 49531 86
2277 55991 92
2278 28129 67
2278 30879 74
2278 46753 73
2279 17795 98
2279 47459 32
2279 58871 94
2279 67810 36
2279 87457 16
2280 1249 16
2280 4579 23
2280 15728 17
2280 36294 65
2280 39294 47
2280 52507 68
2280 69240 96
2281 3979 60
2281 31010 84
2281 38431 59
2281 65823 19
2281 73322 54
2281 82064 23
2281 82368 17
2281 85999 14
2281 89479 67
2282 11671 53
2282 33953 76
2282 92784 90
2283 1630 55
2283 28592 72
2283 67841 75
2283 74425 47
2284 56504 39
2284 61473 48
2284 92768 19
2284 98577 36
2285 14311 80
2285 27183 12
2285 82940 72
2286 16748 96
2286 79580 28
2286 84636 94
2286 88853 12
2286 94906 92
6
39
96
102
111
163
246
359
388
461
469
472
481
487
499
509
580
668
725
740
774
782
882
886
890
893
923
1176
1381
1472
1510
1665
1870
2084
2164
2180
2287
2288
2289
2290
2291
2292
2293
2294
2295
2296
2297
2299
2300
2301
2302
2304
2305
2306
2307
2308
2309
2310
2311
2312
2313
2314
2315
2316
2317
2319
2320
2322
2323
2324
2325
2326
2328
2331
2334
2335
2336
2337
2338
2339
2340
2341
2343
2344
2345
2346
2347
2348
2349
2350
2351
2352
2353
2354
2355
2356
2357
2358
2359
2360
2361
2362
2363
2364
2365
2366
2368
2369
2370
2371
2372
2373
2374
2376
2377
2378
2379
2380
2381
2382
2383
2384
2385
2388
2389
2390
2391
2392
2393
2394
2395
2396
2397
2399
2400
2401
2403
2404
2405
2406
2407
2408
2410
2411
2412
2413
2414
2415
2416
2417
2418
2419
2420
2421
2422
2423
2424
2425
2426
2427
2428
2429
2430
2431
2432
2433
2434
2435
2436
2437
2438
2439
2440
2441
2442
2443
2444
2445
2446
2447
2448
2450
2451
2452
2453
2454
2455
2456
2457
2458
2459
2460
2461
2462
2463
2465
2466
2467
2469
2470
2471
2472
2473
2474
2475
2476
2477
2478
2479
2480
2482
2483
2484
2485
2486
2487
2488
2489
2490
2491
2492
2493
2494
2495
2496
2497
2499
2501
2502
2503
2504
2505
2506
2507
2508
2509
2511
2512
2513
2514
2515
2516
2517
2518
2519
2520
2522
2523
2524
2525
2528
2529
2530
2531
2532
2533
2534
2535
2536
2537
2538
2539
2540
2541
2542
2543
2545
2546
2547
2548
2549
2550
2552
2553
2554
2555
2556
2557
2558
2559
2560
2561
2563
2564
2565
2566
2567
2568
2569
2571
2572
2573
2574
2575
2576
2577
2578
2579
2580
2581
2582
2583
2584
2585
2586
2587
2588
2591
2592
2593
2594
2595
2596
2597
2598
2599
2600
2601
2602
2603
2604
2605
2607
2608
2609
2610
2611
2612
2614
2615
2616
2617
2618
2619
2620
2621
2622
2624
2625
2626
2627
2628
2629
2630
2631
2632
2633
2634
2635
2636
2637
2638
2640
2641
2642
2643
2644
2645
2646
2647
2648
2649
2650
2651
2652
2653
2654
2655
2656
2657
2658
2659
2660
2661
2662
2663
2664
2665
2666
2667
2668
2669
2670
2671
2672
2673
2674
2675
2676
2677
2678
2679
2680
2681
2682
2683
2684
2685
2686
2688
2690
2691
2692
2693
2695
2696
2697
2698
2699
2700
2701
2702
2703
2704
2705
2706
2707
2708
2709
2711
2714
2715
2716
2718
2719
2720
2721
2723
2724
2725
2726
2727
2728
2729
2730
2731
2732
2733
2734
2735
2736
2738
2739
2740
2742
2743
2744
2745
2746
2747
2748
2749
2750
2751
2752
2753
2754
2755
2756
2757
2758
2759
2760
2761
2762
2764
2765
2766
2767
2769
2770
2771
2772
2773
2774
2775
2777
2778
2779
2780
2781
2782
2783
2784
2785
2786
2787
2788
2789
2790
2791
2792
2793
2794
2795
2796
2798
2799
2800
2801
2802
2803
2804
2805
2807
2808
2809
2810
2811
2812
2813
2814
2815
2816
2817
2818
2819
2820
2821
2822
2823
2825
2826
2827
2828
2829
2830
2831
2832
2833
2834
2835
2836
2837
2838
2839
2841
2842
2843
2844
2845
2846
2847
2849
2850
